 ,Mean1,Mean2,Mean3,Mean4
157,82,110,97,60
158,86,123,98,64
159,85,116,95,65
160,85,109,105,65
161,90,119,92,63
162,77,113,90,64
163,73,122,93,62
164,76,133,93,58
165,90,119,95,57
166,80,116,97,58
167,85,106,100,65
168,84,119,90,69
169,78,122,96,56
170,79,119,92,63
171,87,113,93,67
172,86,124,100,61
173,81,110,98,65
174,79,117,87,67
175,78,109,88,63
176,79,120,105,70
177,80,129,105,65
178,73,119,98,63
179,76,112,105,61
180,80,117,98,63
181,82,117,101,66
182,79,129,102,64
183,84,124,101,65
184,76,116,95,62
185,80,110,93,68
186,72,127,95,66
187,80,127,91,63
188,85,123,95,67
189,86,119,96,70
190,87,115,96,70
191,92,122,90,59
192,85,113,90,68
193,102,110,82,69
194,78,122,101,66
195,95,119,96,67
196,88,120,92,58
197,93,112,92,65
198,85,113,96,62
199,82,115,88,60
200,82,116,98,66
201,80,126,84,64
202,81,123,96,53
203,86,112,90,67
204,82,116,115,56
205,92,109,88,68
206,76,106,102,72
207,84,112,92,71
208,71,123,93,64
209,70,110,92,63
210,82,115,106,67
211,82,132,92,55
212,87,105,104,57
213,86,123,104,72
214,96,120,98,63
215,84,108,95,62
216,79,122,95,72
217,90,115,92,65
218,85,109,92,58
219,82,109,93,60
220,85,115,102,68
221,76,113,92,61
222,84,119,98,69
223,80,108,87,58
224,88,102,100,65
225,81,123,102,63
226,82,109,95,59
227,72,123,102,60
228,77,108,106,57
229,79,116,98,59
230,73,109,95,59
231,81,113,98,72
232,81,117,88,60
233,77,116,98,63
234,84,112,97,71
235,82,113,91,66
236,82,116,93,66
237,84,109,96,67
238,81,110,86,64
239,84,112,93,65
240,85,126,93,64
241,90,117,86,68
242,91,116,97,67
243,80,124,93,70
244,91,124,96,71
245,93,117,105,64
246,80,109,96,64
247,86,116,98,65
248,91,116,84,69
249,85,123,102,63
250,88,112,96,61
251,84,112,84,66
252,82,112,104,63
253,88,100,82,64
254,86,101,100,62
255,85,108,109,63
256,80,115,90,59
257,81,112,95,63
258,91,127,96,67
259,81,115,90,67
260,84,109,91,64
261,84,115,82,68
262,98,117,95,67
263,88,130,92,68
264,82,105,87,64
265,88,110,96,70
266,87,127,93,68
267,81,119,95,63
268,86,123,97,59
269,82,112,102,60
270,82,113,105,67
271,82,120,91,59
272,77,115,92,66
273,76,105,104,66
274,85,120,105,71
275,85,110,101,66
276,78,109,92,66
277,79,113,101,62
278,82,108,101,61
279,75,112,95,59
280,72,117,92,56
281,82,109,105,57
282,82,117,102,58
283,84,115,96,66
284,82,116,102,60
285,81,101,95,54
286,85,105,92,60
287,84,110,92,67
288,86,116,87,67
289,86,116,88,63
290,81,112,82,62
291,79,106,100,60
292,81,110,92,57
293,77,106,84,65
294,81,108,90,60
295,82,119,96,65
296,79,106,98,61
297,81,119,95,64
298,78,104,79,60
299,82,112,87,75
300,90,109,87,71
